loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-15637048,BR-451471,va,2024-06-26,2039-04-09,624207.3,336030.94,8.142,180,VT,purchase,C,1,40k-75k,current,0,Highline Capital Servicing,2025-07-17,2025-11-13,complete,origination_sys_a
LN-17011497,BR-442908,va,2020-08-24,2030-07-03,194557.55,7741.11,4.392,120,VT,refinance,B,18,<40k,closed,0,Coastal Trust Servicing,2023-12-11,2025-11-28,complete,manual_spreadsheet
LN-07393920,BR-592430,va,2022-01-26,2031-12-05,357636.02,121096.92,5.42,120,QQ,cash_out_refinance,B,20,<40k,current,0,Coastal Trust Servicing,2023-03-20,2026-01-11,partial,manual_spreadsheet
,BR-176873,jumbo,2019-02-13,2048-09-08,475411.68,408200.6,5.53,360,MA,refinance,A,10,40k-75k,delinquent_30,41,Coastal Trust Servicing,2026-03-28,2026-05-06,complete,origination_sys_b
LN-19794638,BR-290321,jumbo,2019-11-18,2029-09-26,474215.47,284485.39,7.379,120,NH,cash_out_refinance,D,9,75k-120k,current,0,Highline Capital Servicing,2024-01-20,2026-05-26,complete,origination_sys_b
LN-09190347,BR-211958,jumbo,2019-08-14,2039-05-01,147911.25,85138.11,6.779,240,MA,cash_out_refinance,D,19,40k-75k,closed,0,Highline Capital Servicing,2022-05-19,2026-02-10,partial,origination_sys_b
LN-89849054,BR-552818,va,2019-02-21,2028-12-30,298239.14,235900.2,7.326,120,KY,refinance,A,21,<40k,current,0,Coastal Trust Servicing,2024-08-30,2026-02-03,partial,manual_spreadsheet
LN-01697281,BR-628475,conventional,2019-11-23,2029-10-01,192495.04,138881.75,4.036,120,ND,cash_out_refinance,A,5,120k+,delinquent_30,36,Meridian Loan Servicing,2026-02-26,2025-12-10,missing,origination_sys_b
LN-88885492,BR-750586,conventional,2019-03-31,2038-12-16,220367.37,65483.05,5.149,240,TN,cash_out_refinance,A,17,<40k,delinquent_90,116,Highline Capital Servicing,2019-06-04,2026-06-08,complete,origination_sys_a
LN-39295848,BR-569790,jumbo,2020-08-01,2030-06-10,273752.27,252308.81,6.342,120,NE,purchase,B,30,<40k,delinquent_60,67,Meridian Loan Servicing,2023-11-04,2025-11-21,partial,origination_sys_b
LN-51708255,BR-856301,conventional,2023-08-26,2053-03-21,522194.44,432085.27,7.81,360,GA,purchase,B,7,<40k,current,0,Coastal Trust Servicing,2025-02-07,2026-03-17,missing,origination_sys_b
LN-38962253,BR-025636,jumbo,2021-01-26,2050-08-22,632112.45,410330.22,4.853,360,AZ,cash_out_refinance,D,4,75k-120k,delinquent_30,43,Meridian Loan Servicing,2025-07-10,2025-12-18,complete,origination_sys_a
LN-30102838,BR-743350,va,2023-10-01,2038-07-14,93091.15,9611.74,7.776,180,IL,cash_out_refinance,B,9,<40k,closed,0,Coastal Trust Servicing,2024-12-23,2026-02-06,partial,origination_sys_b
LN-91143313,BR-941461,jumbo,2022-07-21,2042-04-07,559027.58,210177.84,6.194,240,CO,purchase,D,10,40k-75k,current,0,Highline Capital Servicing,2023-03-29,2026-03-07,missing,origination_sys_a
LN-97888084,BR-601280,jumbo,2022-06-09,2042-02-24,630193.61,258654.39,6.803,240,OR,refinance,C,14,40k-75k,current,0,Highline Capital Servicing,2026-03-05,2025-08-22,complete,origination_sys_b
LN-78464450,BR-469246,conventional,2019-07-15,2039-04-01,-37511.09,201256.31,7.062,240,CT,purchase,A,9,<40k,current,0,Coastal Trust Servicing,2022-02-12,2026-06-12,missing,origination_sys_b
LN-44632872,BR-122611,jumbo,2020-05-20,2049-12-14,562325.1,451319.62,5.884,360,WY,purchase,D,14,75k-120k,current,0,Highline Capital Servicing,2025-05-20,2026-01-15,missing,origination_sys_b
LN-09540712,BR-875552,conventional,2019-04-09,2034-01-20,647220.47,252665.86,7.291,180,TX,refinance,D,10,40k-75k,current,0,Highline Capital Servicing,2024-11-28,2025-07-18,missing,origination_sys_b
LN-55260993,BR-046652,jumbo,2021-07-04,2051-01-28,111907.29,69850.19,6.724,360,XX,cash_out_refinance,A,16,120k+,delinquent_30,41,Meridian Loan Servicing,2025-07-12,2026-05-16,partial,manual_spreadsheet
LN-95707342,BR-690644,jumbo,2024-02-27,2034-01-05,577671.92,121733.38,4.188,120,UT,purchase,D,28,75k-120k,current,0,Highline Capital Servicing,2026-04-21,2025-11-15,missing,manual_spreadsheet
LN-87056007,BR-186533,va,2023-12-03,2053-06-28,467010.82,217317.2,5.942,360,PA,refinance,A,8,<40k,delinquent_30,38,Coastal Trust Servicing,2025-11-18,2025-08-18,partial,origination_sys_b
LN-41118829,BR-694712,fha,2019-07-21,2029-05-29,458366.05,471852.24,7.767,120,MN,purchase,D,3,120k+,delinquent_30,40,Meridian Loan Servicing,2023-04-10,2026-05-22,complete,origination_sys_a
LN-46642971,BR-775406,conventional,2022-08-29,2037-06-11,572847.7,419544.37,4.998,180,TN,cash_out_refinance,D,19,<40k,delinquent_30,33,Highline Capital Servicing,2022-08-31,2025-01-21,partial,origination_sys_b
LN-08937478,BR-218901,fha,2019-06-03,2034-03-16,574447.29,531151.67,4.949,180,IA,refinance,D,13,40k-75k,delinquent_30,31,Coastal Trust Servicing,2019-12-26,2026-04-02,complete,origination_sys_a
LN-34732745,BR-004525,jumbo,2020-12-14,2035-09-27,300508.7,32880.62,7.706,180,LA,cash_out_refinance,D,23,<40k,delinquent_90,84,Meridian Loan Servicing,2025-03-14,2025-12-03,complete,origination_sys_b
LN-89362575,BR-063849,conventional,2022-06-02,2037-03-15,454068.66,172703.9,6.76,180,IL,refinance,B,22,<40k,current,0,Meridian Loan Servicing,2024-06-05,2025-08-30,missing,origination_sys_a
LN-88507387,BR-864662,jumbo,2021-03-07,2040-11-22,112197.25,117764.01,5.324,240,HI,refinance,B,24,75k-120k,delinquent_60,67,Coastal Trust Servicing,2025-05-19,2025-06-29,missing,origination_sys_b
LN-74969379,BR-371840,fha,2021-06-21,2051-01-15,347223.53,311802.98,6.369,360,IN,cash_out_refinance,A,6,40k-75k,current,0,Highline Capital Servicing,2024-04-29,2026-06-01,missing,origination_sys_a
LN-04016027,BR-605774,va,2021-08-22,2041-05-09,319794.71,261236.01,5.18,240,XX,purchase,B,7,75k-120k,current,0,Highline Capital Servicing,2022-05-14,2025-10-26,missing,manual_spreadsheet
LN-75819731,BR-854383,jumbo,2020-10-23,2050-05-19,460863.11,97158.04,5.002,360,HI,refinance,C,27,120k+,delinquent_60,45,Highline Capital Servicing,2025-06-08,2025-08-17,partial,manual_spreadsheet
LN-99705944,BR-393065,conventional,2021-01-07,2019-12-04,99282.24,36557.6,5.1,240,AL,purchase,A,17,120k+,delinquent_60,48,Highline Capital Servicing,2024-05-08,2025-08-02,partial,origination_sys_b
LN-38727223,BR-425914,fha,2020-06-03,2049-12-28,328087.82,147629.27,4.281,360,VT,refinance,B,16,<40k,current,0,Coastal Trust Servicing,2021-04-03,2026-01-05,partial,origination_sys_a
LN-09123621,BR-468645,va,2020-01-07,2034-10-20,356406.27,275956.25,5.277,180,PA,refinance,D,7,120k+,delinquent_60,52,Highline Capital Servicing,2020-03-12,2025-11-08,missing,manual_spreadsheet
LN-24245342,BR-763631,conventional,2023-03-19,2042-12-04,410942.16,178544.7,7.499,240,SC,cash_out_refinance,C,30,75k-120k,current,0,Highline Capital Servicing,2026-07-31,2026-06-04,partial,origination_sys_a
LN-42602243,BR-908697,jumbo,2024-02-25,2053-09-20,218600.25,102782.79,5.161,360,NY,cash_out_refinance,B,4,40k-75k,current,0,Coastal Trust Servicing,2024-04-06,2026-01-31,missing,origination_sys_a
LN-35235529,BR-216811,fha,2024-02-24,2034-01-02,264501.79,248512.4,4.735,120,AR,refinance,C,7,40k-75k,current,0,Highline Capital Servicing,2026-05-14,2025-09-26,complete,manual_spreadsheet
LN-91175955,BR-734657,jumbo,2021-01-24,2050-08-20,258848.04,46380.62,8.421,360,NJ,refinance,B,1,120k+,current,0,Highline Capital Servicing,2022-04-18,2025-12-20,missing,manual_spreadsheet
LN-95330806,BR-230761,conventional,2023-07-23,2038-05-05,574554.44,132887.49,6.931,180,AK,refinance,B,22,40k-75k,current,0,Coastal Trust Servicing,2024-05-20,2026-03-19,partial,origination_sys_b
LN-67414358,BR-994265,jumbo,2019-10-30,2049-05-25,374572.41,245799.3,6.853,360,NC,cash_out_refinance,C,0,120k+,current,0,Highline Capital Servicing,2023-05-13,2025-11-03,complete,manual_spreadsheet
LN-58904600,BR-106401,conventional,2022-02-01,2031-12-11,287802.79,91980.01,0.01,120,OK,purchase,D,25,<40k,current,0,Meridian Loan Servicing,2024-10-18,2026-01-10,missing,origination_sys_b
LN-32128410,BR-932429,fha,2020-04-04,2049-10-29,404422.55,104305.13,8.389,360,NV,cash_out_refinance,A,13,120k+,delinquent_30,31,Meridian Loan Servicing,2022-06-27,2025-08-27,missing,origination_sys_b
LN-37773109,BR-764919,va,31/02/2021,2041-02-05,460023.82,419063.89,3.695,240,MI,cash_out_refinance,A,0,75k-120k,current,0,Highline Capital Servicing,2024-05-07,2026-03-16,partial,origination_sys_a
LN-51902377,BR-932406,jumbo,2020-03-08,2039-11-24,356125.58,249940.72,7.333,240,DE,purchase,C,20,75k-120k,current,0,Coastal Trust Servicing,2024-06-21,2025-06-24,partial,origination_sys_a
,BR-486063,va,2020-04-18,2040-01-04,89488.17,64058.43,6.619,240,MI,refinance,C,23,<40k,current,0,Coastal Trust Servicing,2022-10-27,2025-06-22,missing,origination_sys_b
LN-57452377,BR-862686,jumbo,2020-03-08,2034-12-20,309966.46,166094.67,5.507,180,KS,cash_out_refinance,A,24,<40k,delinquent_60,56,Coastal Trust Servicing,2020-07-28,2026-06-30,partial,origination_sys_b
LN-74133637,BR-059240,conventional,2020-03-09,2030-01-16,235738.37,29005.13,7.938,120,NE,cash_out_refinance,A,7,<40k,delinquent_90,109,Meridian Loan Servicing,2026-04-21,2026-07-15,partial,origination_sys_b
LN-24932134,BR-145371,va,2022-05-19,2032-03-27,467237.31,225634.26,8.139,120,WV,cash_out_refinance,C,15,75k-120k,current,0,Highline Capital Servicing,2022-08-03,2025-11-14,missing,origination_sys_a
LN-49023908,BR-748382,conventional,2022-07-16,2052-02-09,148247.8,26954.17,5.35,360,NV,refinance,C,30,75k-120k,current,0,Coastal Trust Servicing,2026-03-27,2026-07-02,missing,manual_spreadsheet
LN-06588985,BR-258168,fha,2022-07-20,2037-05-02,421769.2,116906.23,5.721,180,RI,refinance,C,23,40k-75k,delinquent_30,34,Highline Capital Servicing,2023-07-10,2025-10-10,partial,manual_spreadsheet
LN-88016111,BR-335197,conventional,2021-05-03,2031-03-12,481869.14,258779.99,4.539,120,KY,purchase,C,11,<40k,current,0,Meridian Loan Servicing,2024-07-24,2025-10-12,missing,origination_sys_b
,BR-010320,fha,2020-07-13,2035-04-26,576317.83,239653.12,6.783,180,IN,refinance,A,23,40k-75k,delinquent_30,43,Meridian Loan Servicing,2025-02-02,2025-06-04,partial,origination_sys_a
LN-28355162,BR-396426,va,2021-07-13,2036-04-25,218990.38,44533.52,4.842,180,SC,purchase,A,6,120k+,current,0,Highline Capital Servicing,2023-06-22,2026-01-11,missing,origination_sys_b
LN-26862113,BR-972140,fha,2019-11-18,2049-06-13,313055.62,228048.75,5.012,360,IN,cash_out_refinance,B,6,40k-75k,delinquent_30,44,Meridian Loan Servicing,2023-06-16,2025-11-17,missing,manual_spreadsheet
LN-10155876,BR-890376,fha,2019-07-16,2029-05-24,140078.11,85112.49,6.317,120,OH,purchase,C,15,40k-75k,current,0,Highline Capital Servicing,2020-07-04,2026-01-03,partial,manual_spreadsheet
LN-73201968,BR-395619,va,2023-07-04,2022-05-30,92248.59,58029.62,4.024,120,OK,cash_out_refinance,B,27,120k+,current,0,Coastal Trust Servicing,2024-01-23,2025-09-29,complete,origination_sys_b
LN-84637805,BR-661954,va,31/02/2021,2048-10-23,151462.38,136120.2,3.748,360,OH,purchase,D,17,<40k,current,0,Highline Capital Servicing,2025-06-28,2026-04-11,missing,origination_sys_a
LN-90210669,BR-008733,conventional,2019-08-21,2039-05-08,103924.14,14471.91,5.912,240,SD,purchase,C,15,75k-120k,current,0,Coastal Trust Servicing,2023-04-18,2026-05-18,missing,origination_sys_b
LN-17214693,BR-026659,va,2022-07-01,2037-04-13,115973.26,93590.13,5.947,180,MS,refinance,B,20,<40k,current,0,Coastal Trust Servicing,2025-07-04,2025-08-29,partial,origination_sys_b
LN-72439828,BR-363083,fha,2021-01-09,2040-09-26,339077.4,349855.21,6.198,240,MS,purchase,A,27,120k+,current,0,Coastal Trust Servicing,2023-08-18,2025-08-28,complete,manual_spreadsheet
LN-23552217,BR-652104,conventional,2022-04-05,2032-02-12,497095.07,423408.62,7.933,120,UT,purchase,B,10,40k-75k,delinquent_30,31,Meridian Loan Servicing,2024-09-11,2026-07-12,complete,origination_sys_a
LN-73923299,BR-104617,va,2023-07-16,2053-02-08,111098.37,51995.16,45.0,360,WV,refinance,A,10,<40k,current,0,Coastal Trust Servicing,2025-07-26,2025-08-06,complete,manual_spreadsheet
LN-86142507,BR-211607,jumbo,2019-05-31,2029-04-08,83237.39,20348.3,5.895,120,CT,purchase,D,13,75k-120k,delinquent_30,36,Coastal Trust Servicing,2024-02-28,2026-07-14,complete,origination_sys_a
LN-30441146,BR-984771,conventional,2020-08-26,2035-06-09,631111.26,403038.64,5.08,180,NJ,cash_out_refinance,A,12,40k-75k,current,0,Meridian Loan Servicing,2026-01-02,2026-05-07,complete,origination_sys_b
LN-83334299,BR-494870,conventional,2023-11-09,2033-09-17,133361.28,97440.48,6.912,120,MT,cash_out_refinance,C,9,75k-120k,delinquent_30,31,Coastal Trust Servicing,2024-01-02,2026-05-26,missing,origination_sys_b
LN-80016011,BR-220966,jumbo,2021-09-01,2031-07-11,189472.04,178800.26,4.312,120,KS,refinance,D,18,120k+,current,0,Highline Capital Servicing,2026-05-15,2025-12-24,partial,origination_sys_b
LN-87778598,BR-042263,conventional,2019-01-26,2028-12-04,116281.27,104158.8,7.681,120,KY,refinance,C,28,75k-120k,delinquent_30,40,Coastal Trust Servicing,2023-07-05,2025-10-27,partial,origination_sys_a
LN-77454289,BR-807629,jumbo,2020-07-16,2035-04-29,152349.82,21407.88,5.455,180,GA,purchase,D,9,120k+,current,0,Highline Capital Servicing,2024-03-07,2025-08-04,complete,origination_sys_a
LN-38162991,BR-266776,conventional,2019-07-21,2049-02-13,508675.91,366355.48,8.232,360,OH,cash_out_refinance,A,20,120k+,delinquent_30,30,Coastal Trust Servicing,2024-05-09,2026-07-04,missing,manual_spreadsheet
LN-92638223,BR-427366,jumbo,2023-03-15,2042-11-30,338135.4,5082.43,4.743,240,WI,cash_out_refinance,D,1,<40k,closed,0,Coastal Trust Servicing,2025-08-04,2025-09-25,missing,origination_sys_b
LN-20540756,BR-562061,conventional,2019-11-16,2039-08-03,556909.35,492849.34,5.138,240,TX,refinance,A,19,75k-120k,delinquent_30,41,Highline Capital Servicing,2026-04-09,2025-06-25,complete,manual_spreadsheet
LN-86824603,BR-287969,jumbo,2019-05-19,2039-02-03,334740.17,274379.42,4.388,240,NY,cash_out_refinance,A,16,<40k,current,0,Highline Capital Servicing,2025-01-04,2026-06-15,complete,origination_sys_a
LN-15782913,BR-438728,jumbo,2023-04-10,2033-02-16,165553.04,63310.64,4.116,120,ID,cash_out_refinance,D,22,<40k,current,0,Highline Capital Servicing,2023-10-15,2026-04-05,complete,origination_sys_b
LN-24291870,BR-205823,jumbo,2023-06-09,2038-03-22,363178.88,126337.81,3.828,180,VA,cash_out_refinance,C,4,75k-120k,current,0,Meridian Loan Servicing,2025-04-13,2026-02-07,missing,origination_sys_a
,BR-612542,conventional,2022-09-20,2042-06-07,208948.26,44000.81,5.611,240,UT,purchase,B,18,40k-75k,current,0,Meridian Loan Servicing,2024-01-23,2025-12-04,partial,origination_sys_a
LN-96129257,BR-271281,fha,2019-07-28,2029-06-05,216446.48,167452.6,7.781,120,AZ,cash_out_refinance,D,25,40k-75k,current,0,Coastal Trust Servicing,2023-03-06,2025-12-08,missing,origination_sys_b
LN-54541294,BR-951656,fha,31/02/2021,2039-01-17,198103.75,48273.65,5.732,240,MS,purchase,B,2,120k+,current,0,Coastal Trust Servicing,2022-09-18,2025-11-28,partial,manual_spreadsheet
LN-12202218,BR-308803,fha,2022-05-10,2037-02-20,387978.0,303499.29,8.091,180,MA,cash_out_refinance,B,27,40k-75k,current,0,Highline Capital Servicing,2025-06-13,2026-03-06,missing,origination_sys_a
LN-29097545,BR-513434,va,2022-09-28,2032-08-06,524061.16,26213.75,5.631,120,ME,purchase,C,28,40k-75k,closed,0,Meridian Loan Servicing,2022-12-05,2026-06-17,partial,origination_sys_a
LN-29059769,BR-953254,conventional,2021-02-19,2050-09-15,317172.86,60914.16,7.705,360,KY,cash_out_refinance,A,7,120k+,current,0,Highline Capital Servicing,2024-08-17,2025-12-23,complete,origination_sys_b
LN-10093148,BR-384614,va,2019-01-18,2033-10-31,-41630.7,147590.27,8.158,180,KS,purchase,C,28,75k-120k,current,0,Meridian Loan Servicing,2023-10-23,2026-03-25,partial,origination_sys_a
LN-10418764,BR-890267,conventional,2022-03-24,2032-01-31,271114.52,52205.51,8.102,120,OH,purchase,D,17,75k-120k,current,0,Highline Capital Servicing,2024-01-12,2026-04-22,partial,origination_sys_b
LN-21929699,BR-996472,fha,2024-05-02,2053-11-26,-36453.59,206175.73,3.743,360,WA,refinance,D,25,75k-120k,delinquent_30,42,Coastal Trust Servicing,2026-05-25,2025-10-13,missing,manual_spreadsheet
LN-30753458,BR-724329,conventional,2020-05-12,2030-03-21,607110.68,564351.15,3.701,120,ME,purchase,A,9,120k+,current,0,Highline Capital Servicing,2024-05-20,2025-07-11,partial,manual_spreadsheet
LN-14285124,BR-340104,va,2021-08-04,2051-02-28,381201.11,293754.34,7.192,360,CO,cash_out_refinance,A,5,<40k,delinquent_30,38,Highline Capital Servicing,2023-07-27,2025-11-27,complete,manual_spreadsheet
LN-23089040,BR-429477,jumbo,2022-09-09,2042-05-27,114130.63,42938.05,7.89,240,WY,purchase,A,22,40k-75k,current,0,Meridian Loan Servicing,2024-01-28,2025-11-05,complete,manual_spreadsheet
LN-22343959,BR-160625,conventional,2021-07-28,2051-02-21,348931.66,283389.32,7.834,360,KS,refinance,B,8,75k-120k,current,0,Highline Capital Servicing,2025-07-25,2026-02-17,missing,manual_spreadsheet
LN-99538533,BR-758295,va,2019-11-18,2049-06-13,506454.72,341389.7,6.302,360,NC,refinance,A,20,120k+,current,0,Meridian Loan Servicing,2025-03-30,2025-11-01,partial,manual_spreadsheet
LN-02835844,BR-853444,jumbo,2022-07-31,2052-02-24,318295.37,233486.57,7.268,360,VT,cash_out_refinance,A,18,<40k,current,0,Coastal Trust Servicing,2023-08-23,2026-02-27,partial,origination_sys_a
LN-84907483,BR-168477,jumbo,2021-02-18,2040-11-05,151922.36,69833.25,5.925,240,TX,refinance,C,25,120k+,current,0,Highline Capital Servicing,2026-07-20,2026-01-09,partial,origination_sys_a
LN-97639226,BR-768381,jumbo,2020-07-10,2030-05-19,282599.4,160307.56,8.467,120,IN,refinance,C,30,75k-120k,delinquent_60,46,Coastal Trust Servicing,2023-07-17,2025-12-04,partial,origination_sys_b
LN-28690939,BR-897619,jumbo,2023-02-09,2042-10-27,484425.68,190708.05,4.154,240,SD,cash_out_refinance,B,15,120k+,current,0,Coastal Trust Servicing,2024-12-09,2025-12-27,missing,manual_spreadsheet
LN-89804460,BR-674821,va,2023-12-09,2053-07-04,114309.01,38890.17,4.483,360,MS,purchase,A,30,120k+,current,0,Coastal Trust Servicing,2026-04-07,2026-06-12,partial,origination_sys_a
LN-21950116,BR-508416,va,2021-06-04,2041-02-19,207642.48,109765.87,3.68,240,MO,cash_out_refinance,A,11,120k+,delinquent_30,40,Coastal Trust Servicing,2024-02-04,2025-08-11,missing,origination_sys_a
LN-77851942,BR-848176,conventional,2021-09-10,2036-06-23,198651.03,107964.54,6.261,180,CO,cash_out_refinance,D,21,75k-120k,current,0,Coastal Trust Servicing,2025-02-16,2025-09-19,complete,origination_sys_a
LN-55992950,BR-018859,conventional,2022-08-13,2037-05-26,406246.94,282159.55,8.464,180,RI,refinance,D,21,120k+,delinquent_90,79,Coastal Trust Servicing,2025-11-12,2025-07-25,partial,origination_sys_a
LN-82153443,BR-570287,jumbo,2020-03-20,2039-12-06,551442.42,262497.21,5.874,240,FL,cash_out_refinance,A,14,40k-75k,current,0,Meridian Loan Servicing,2024-09-17,2026-06-17,complete,origination_sys_b
LN-66724354,BR-752565,va,2019-04-06,2038-12-22,280925.2,229164.91,7.803,240,CO,purchase,D,14,40k-75k,current,0,Coastal Trust Servicing,2024-09-23,2026-05-02,partial,origination_sys_b
LN-13673827,BR-405122,conventional,2021-10-16,2051-05-12,604014.4,24840.5,5.801,360,CT,cash_out_refinance,A,4,75k-120k,closed,0,Meridian Loan Servicing,2026-03-15,2026-07-07,missing,origination_sys_a
LN-62305396,BR-013338,conventional,2021-07-23,2031-06-01,643375.76,512752.76,7.563,120,NM,purchase,A,23,<40k,current,0,Coastal Trust Servicing,2025-06-11,2025-10-28,partial,origination_sys_b
LN-09779922,BR-846088,conventional,2022-03-07,2036-12-18,132597.04,18772.36,6.803,180,ME,cash_out_refinance,B,13,40k-75k,current,63,Meridian Loan Servicing,2025-04-09,2025-09-28,missing,origination_sys_a
LN-53859093,BR-092502,jumbo,2024-02-26,2038-12-09,621099.21,232491.64,3.917,180,OK,cash_out_refinance,A,25,<40k,current,0,Highline Capital Servicing,2025-02-07,2025-09-15,complete,origination_sys_a
LN-60946188,BR-794440,va,2024-01-06,2043-09-23,505425.19,83741.19,4.783,240,NC,refinance,D,4,75k-120k,delinquent_30,39,Highline Capital Servicing,2024-12-29,2026-07-22,complete,origination_sys_b
LN-75777321,BR-544735,conventional,2019-12-13,2034-09-25,256480.71,55097.94,5.413,180,MS,cash_out_refinance,A,30,<40k,delinquent_30,36,Coastal Trust Servicing,2025-07-18,2026-05-06,missing,origination_sys_b
LN-27029769,BR-774650,va,2020-12-26,2050-07-22,103962.0,83705.7,7.74,360,CA,refinance,A,7,120k+,current,0,Coastal Trust Servicing,2023-11-09,2025-06-24,missing,origination_sys_b
LN-24552894,BR-354040,va,2024-06-28,2039-04-11,314103.01,231099.26,4.6,180,MS,cash_out_refinance,D,4,40k-75k,current,0,Coastal Trust Servicing,2026-04-25,2025-08-13,partial,origination_sys_b
LN-07408471,BR-780442,va,2021-04-21,2031-02-28,469407.15,321095.32,8.37,120,MS,refinance,D,3,120k+,current,0,Highline Capital Servicing,2024-01-03,2025-11-13,complete,origination_sys_b
LN-72820671,BR-197651,jumbo,2021-05-26,2050-12-20,-37988.73,134909.39,8.058,360,LA,cash_out_refinance,A,28,<40k,delinquent_30,42,Meridian Loan Servicing,2025-04-01,2026-03-11,complete,origination_sys_b
LN-89506177,BR-020050,va,2022-04-29,2042-01-14,540636.07,197406.39,5.954,240,TX,purchase,A,27,120k+,current,0,Coastal Trust Servicing,2023-04-08,2026-06-12,missing,origination_sys_a
LN-38114307,BR-158953,fha,2023-02-14,2052-09-09,489413.83,274547.88,5.429,360,AR,purchase,C,7,120k+,current,0,Coastal Trust Servicing,2025-11-09,2026-04-13,complete,origination_sys_a
LN-32659889,BR-840896,va,2023-07-16,2033-05-24,432732.75,345701.29,7.96,120,WI,purchase,A,20,<40k,delinquent_60,46,Highline Capital Servicing,2025-09-20,2025-06-11,partial,manual_spreadsheet
LN-97207364,BR-768683,fha,2020-08-22,2040-05-09,645611.9,82309.01,5.852,240,SC,purchase,C,9,120k+,current,0,Coastal Trust Servicing,2021-03-18,2025-09-27,missing,origination_sys_b
LN-14211673,BR-608859,jumbo,2023-03-12,2037-12-23,112880.5,62151.28,5.142,180,NM,purchase,A,17,75k-120k,current,0,Meridian Loan Servicing,2025-11-28,2025-06-13,partial,origination_sys_a
LN-20693330,BR-114045,va,2021-02-22,2035-12-06,370997.09,194340.33,3.567,180,MS,purchase,B,27,<40k,delinquent_30,37,Coastal Trust Servicing,2024-09-14,2025-11-09,partial,origination_sys_a
LN-02997335,BR-928146,jumbo,2021-11-16,2031-09-25,284548.05,247926.75,6.309,120,PA,refinance,D,7,120k+,current,0,Coastal Trust Servicing,2023-01-05,2026-07-28,complete,manual_spreadsheet
LN-44003814,BR-620658,fha,2024-03-31,2039-01-12,464399.57,370849.86,7.968,180,MO,cash_out_refinance,C,27,40k-75k,current,0,Highline Capital Servicing,2025-01-29,2025-12-05,complete,origination_sys_b
LN-29510531,BR-277914,jumbo,2020-12-17,2035-09-30,127901.71,88214.01,7.887,180,WY,purchase,B,21,<40k,delinquent_30,35,Meridian Loan Servicing,2023-03-09,2026-07-11,complete,origination_sys_b
LN-63736710,BR-072899,jumbo,2019-11-15,2034-08-28,217185.38,165339.81,6.075,180,NJ,purchase,D,20,40k-75k,current,0,Highline Capital Servicing,2020-05-08,2025-07-24,missing,origination_sys_a
LN-02910559,BR-280407,fha,2021-08-08,2041-04-25,351680.2,182766.95,4.973,240,NY,purchase,D,11,<40k,current,0,Coastal Trust Servicing,2025-06-26,2026-02-13,partial,origination_sys_a
LN-45916049,BR-307885,conventional,2019-08-02,2029-06-10,401162.77,155974.45,7.876,120,HI,refinance,A,9,40k-75k,delinquent_60,71,Highline Capital Servicing,2021-07-05,2025-09-05,missing,manual_spreadsheet
LN-51266460,BR-155276,va,2020-06-29,2050-01-23,263839.46,42329.29,0.01,360,KY,refinance,D,17,<40k,current,0,Highline Capital Servicing,2026-06-25,2026-01-17,complete,origination_sys_a
LN-31265077,BR-409656,va,2020-06-06,2049-12-31,593040.45,402928.62,4.613,360,AK,cash_out_refinance,D,23,<40k,current,0,Coastal Trust Servicing,2022-10-20,2025-08-09,partial,manual_spreadsheet
LN-42839490,BR-647219,jumbo,2019-12-21,2039-09-07,482442.07,113465.02,6.843,240,MO,purchase,C,15,75k-120k,current,0,Coastal Trust Servicing,2022-10-18,2026-02-26,complete,origination_sys_a
LN-66415894,BR-292014,va,2023-09-07,2033-07-16,363164.92,176888.77,5.531,120,MO,purchase,A,19,120k+,current,0,Coastal Trust Servicing,2025-06-16,2025-11-28,partial,origination_sys_b
LN-74116919,BR-460609,va,2022-07-16,2021-06-11,260174.48,171178.56,4.021,180,ND,purchase,D,22,40k-75k,delinquent_60,53,Coastal Trust Servicing,2024-10-26,2026-03-15,missing,manual_spreadsheet
LN-63162671,BR-440244,conventional,2021-12-12,2020-11-07,643742.61,274410.81,6.298,180,MD,purchase,D,20,<40k,delinquent_30,43,Coastal Trust Servicing,2023-08-29,2026-06-20,missing,origination_sys_a
LN-08423854,BR-275805,jumbo,2021-04-20,2036-02-01,354192.81,147747.24,5.461,180,TX,cash_out_refinance,C,9,75k-120k,current,0,Highline Capital Servicing,2026-07-18,2026-06-09,missing,origination_sys_a
LN-74276806,BR-173659,jumbo,2019-03-21,2029-01-27,134769.06,26640.79,6.933,120,IL,purchase,D,24,40k-75k,delinquent_60,57,Meridian Loan Servicing,2020-06-09,2026-05-02,partial,origination_sys_b
LN-67014290,BR-100214,jumbo,2021-02-03,2050-08-30,404643.68,347957.37,8.041,360,KY,purchase,C,26,75k-120k,delinquent_30,30,Coastal Trust Servicing,2023-05-31,2026-05-14,partial,origination_sys_a
LN-86204135,BR-379954,va,2024-02-23,2053-09-18,464011.39,80107.27,6.498,360,OK,refinance,C,18,40k-75k,current,0,Meridian Loan Servicing,2024-11-15,2026-02-11,missing,origination_sys_a
